movie_id,actor_id,character
52679,2895,Gen. Dolgorucki / Grand Duke Sergius Alexander
52679,86827,Natalie Dabrova
52679,32428,Lev Andreyev
52679,1062654,Assistant director
52679,227892,The adjutant
52679,120755,Serge (the valet)
52679,13821,A revolutionist
82474,9088,Diane
82474,1231648,Chico
82474,1104843,Boul
82474,76381,Gobin
82474,148441,Madame Gobin
82474,98040,Nana
82474,13346,Father Chevillon
79760,587953,Dolores
79760,128324,Don José María y Sandoval
79760,29273,Johnny Powell
79760,144021,Billy
79760,13854,Mike
79760,1173024,Gómez
79760,1187901,The Patriot
631,9087,The Man (Anses)
631,9088,The Wife (Indre)
631,9089,The Woman from the City
631,9090,The Maid
631,9091,The Photographer
631,9092,The Barber
631,9093,The Manicure Girl
102384,130491,Daingerfield Phelps
102384,13992,Mirza
102384,2010,Peter O'Gaffney
102384,84230,Shevket
102384,1173024,Emir
102384,120755,Skipper
102384,2922,Purser
28966,102499,Mary Preston
28966,102500,Jack Powell
28966,29760,David Armstrong
28966,102501,Sylvia Lewis
28966,102502,Herman Schwimpf
28966,14290,Air Commander
28966,4068,Cadet White
42565,13555,Bull Weed
42565,86827,Feathers McCoy
42565,13340,Rolls Royce Wensel
42565,128198,Buck Mulligan
42565,128199,"Meg, Mulligan's Girl"
42565,128200,Slippy Lewis
42565,96057,Paloma
945878,3452460,Osman
945878,13762,
945878,3452471,
945878,3452472,
945878,3307762,
945878,1690382,
945878,2727926,
83989,29999,The Cisco Kid
83989,99749,Sergeant Mickey Dunn
83989,103014,Tonia Maria
83989,95725,Barber (uncredited)
83989,1170218,Soldier (uncredited)
83989,1170219,Bartender (uncredited)
83989,63383,Man Chasing Cisco (uncredited)
85507,100047,Norma Besant
85507,100253,Michael Jeffery
85507,61101,Stanley Wentworth
85507,14487,Dr. John M. Besant
85507,96068,Jimmy Besant
85507,80236,Jasper Carter
85507,13823,Robert Wentworth
173582,590617,Camila (La Perichole)
173582,98034,Uncle Pio
173582,30015,Pepita
173582,85426,Manuel
173582,144387,Esteban
173582,8830,Father Juniper
173582,1173024,Viceroy
53161,90074,Dr. Matthew Lloyd
53161,30015,Fayaway
53161,1374201,Sebastian
53161,1770048,Lucy
53161,1770049,Native Boy
53161,1150933,Girl
104214,1054643,Lady Emma Hart Hamilton
104214,117735,Horatio Nelson
104214,33278,Sir William Hamilton
104214,84230,Honorable Charles Greville
104214,89610,Mrs. Hart
104214,92907,Capt. Hardy
104214,1107855,Romney
65203,1516030,Eddie Kearns
65203,98012,Queenie Mahoney
65203,29258,Hank Mahoney
65203,2449175,Chorus Dancer (uncredited)
65203,1690018,Babe Hatrick (uncredited)
65203,1147360,Pianist (uncredited)
65203,2461091,Singer (uncredited)
83990,2895,Czar Paul I
83990,930621,Countess Ostermann
83990,29259,Count Pahlen
83990,930622,Mademoiselle Lapoukhine
83990,27733,Crown Prince Alexander
83990,98052,Stefan
84274,124309,Benjamin Disraeli
84274,21878,Mrs. Agatha Travers
84274,32139,Lord Michael Probert
84274,7639,Lady Clarissa Pevensey
84274,921146,Lady Mary Beaconsfield
84274,96758,Lord Charles Deeford
84274,120755,Count Borsinov
80708,88867,Jerry
80708,34754,Ted
80708,141600,Paul
80708,19406,Don
80708,279042,Helen
80708,1021686,Mary
80708,124855,Bill
108213,1238762,Paul Whiteman
108213,29815,Vocalist ('Song of the Dawn' / 'It Happened in Monterey')
108213,43843,"Editor ('Ladies of the Press') / Stenographer ('In Conference') / Quartet Member, 'Nellie'"
108213,1188450,Vocalist ('It Happened in Monterey' / 'Bridal Veil' / 'A Bench in the Park')
108213,80647,Executive ('In Conference') / Unmarried Husband
108213,1158257,General ('All Noisy on the Eastern Front') / Goldfish Owner ('Oh! Forevermore!') / Unmarried Couple's Offspring / Vocal ('Do Things For You')
108213,2016,Automobile Owner ('Springtime') / Rear End of Horse / Charles
101383,1027222,Himself - Narrator
101383,1027226,Himself
143,2010,Stanislas 'Kat' Katczinsky
143,2007,Paul Bäumer
143,2009,Himmelstoss
143,2008,Kantorek
143,2011,Franz Kemmerich
143,2012,Leer
143,2013,Peter
47250,34754,John Morgan
47250,29260,Machine Gun 'Butch' Schmidt
47250,29259,Warden James Adams
47250,19406,Kent Marlowe
47250,1507,Anne Marlowe
47250,116260,Pop
47250,98001,Mr. Marlowe
50600,17753,Stephen Ashe
50600,88867,Jan Ashe
50600,11493,Dwight Winthrop
50600,11492,Ace Wilfong
50600,30537,Eddie
50600,29990,Grandma Ashe
50600,1509,Man Shot at in Men's Room (uncredited)
85505,89610,Min Divot
85505,29260,Bill
85505,30558,Nancy Smith
85505,83235,Bella Pringle
85505,131448,Dick Cameron
85505,138219,Groot
85505,99350,Alec
42861,88671,Yancey Cravat
42861,77158,Sabra Cravat
42861,128966,Dixie Lee
42861,129038,Felice Venable
42861,128159,The Kid
42861,1509,Jesse Rickey (as Rosco Ates)
42861,3163,Sol Levy
977,14582,The Boy
977,14583,The Girl (as Reri)
977,14584,The Policeman (as Jean)
977,14585,The Old Warrior
977,14586,The Captain (uncredited)
84295,55278,Skippy Skinner
84295,596378,Sooky
84295,925500,Eloise
84295,103622,Sidney
84295,103620,Herbert Skinner
84295,930690,Ellen Skinner
84295,120209,Harley Nubbins
81847,13789,Dick Courtney
81847,51762,Douglas 'Doug' Scott
81847,27733,Major Brand
81847,74875,Flaherty
81847,13557,Bott
81847,131386,Field Sergeant
81847,134875,Ralph Hollister
42816,29260,Andy 'Champ' Purcell
42816,55278,Dink Purcell
42816,14871,Linda Carleton
42816,1509,Sponge
42816,32437,Tim
42816,233118,Tony Carleton
42816,1747371,Jonah
3019,13576,Dr. Henry Jekyll / Mr. Edward Hyde
3019,2433,Ivy Pearson
3019,29599,Muriel Carew
3019,29600,Dr. John Lanyon
3019,29601,Brig. Gen. Sir Danvers Carew
3019,29602,Poole
3019,29603,Mrs. Hawkins
85504,47439,Madelon Claudet
85504,29259,Carlo Boretti
85504,27733,Larry Maynard
85504,30236,Victor Lebeau
85504,14868,Dr.Claudet
85504,32138,Dr. Dulac
85504,98971,Rosalie
87306,99749,Monty Greer
87306,22616,Judy Kramer
87306,14688,Henry D. Graham
87306,935037,Sigrid Carline
87306,13577,Kay Graham
87306,32138,Rudolph aka Jed Kramer
87306,34755,Handsome
875,2896,Shanghai Lily
875,13340,Captain Donald 'Doc' Harvey
875,13341,Hui Fei
875,13342,Mr. Henry Chang
875,8728,Sam Salt
875,13343,Reverend Carmichael
875,13344,Mrs. Haggerty
84299,131618,Eddie Collins
84299,120534,Dorothy Haley
84299,32431,Edna Driggs
84299,116661,Lathrop
84299,242238,Jim Haley
84299,100346,Dr. Burgess
84299,1178520,Mr. Thompson
80909,510338,Glay
80909,590700,Fritz Ebner
80909,590701,Max
80909,2897,Achaz
80909,46736,Gallison
80909,590670,Lorbeer
80909,590702,Mizzi
106112,78077,Birds (voice) (uncredited)
106112,2618017,(voice) (uncredited)
106112,5463,(voice) (uncredited)
106112,5462,Evil Hollow Tree (voice) (uncredited)
106112,2106,Owl Sirens (voice) (uncredited)
44892,78057,Ollie
44892,89670,Stan
44892,5464,Professor von Schwarzenhoffen (uncredited)
44892,141132,Piano Salesman (uncredited)
44892,137404,Postman (uncredited)
44892,1409154,Nursemaid (uncredited)
43122,10921,Henry VIII
43122,3609,Thomas Culpeper
43122,47677,Thomas Cromwell
43122,19329,Wriothesley
43122,134265,Archbishop Cranmer
43122,134268,Duke of Cleves
43122,29127,Peynell
31777,6598,Eva Lovelace
31777,51762,Joseph Sheridan
31777,14563,Louis Easton
31777,222574,Rita Vernon
31777,2438,Bob Hedges
31777,85426,Pepi Velez
31777,1271019,Will Seymour
56164,117499,Jane Marryot
56164,13340,Robert Marryot
56164,2929,Ellen Bridges
56164,72060,Alfred Bridges
56164,2018,Cook
56164,144361,Margaret Harris
56164,29603,Mrs. Snapper
449059,1363611,Yu Hong
449059,1081494,Xiaohong Li
449059,1279061,Xiang You
449059,3178395,Youwei Qiu
449059,2049920,girl
449059,3031062,You Feng
449059,1606719,Madam Fei Feng
22649,47439,Catherine Barkley
22649,4068,Lt. Frederic Henry
22649,14563,Major Rinaldi
22649,48960,Helen Ferguson
22649,99347,Priest
22649,30159,Head Nurse
22649,81941,Miss Van Campen
34463,31771,Big Bad Wolf (voice)
34463,5462,Practical Pig (voice)
34463,112405,Fiddler Pig (voice)
34463,112406,Fifer Pig (voice)
233638,57329,Phil Harris
233638,13819,Walter Catlett
233638,1770295,Dorothy
233638,1194441,Lillian Payne
233638,131386,Golf Pro
233644,1269138,Narrator
39938,6598,Jo
39938,7639,Amy
39938,2092,Prof. Bhaer
39938,82412,Aunt March
39938,81798,Beth
39938,95117,Meg
39938,81934,Mr. Laurence
13634,32428,Dan Hardesty
13634,2434,Joan Ames
13634,74874,Countess Barilhaus
13634,74875,Skippy
13634,74876,Sgt. Steve Burke
13634,74877,The Doctor
13634,14419,French Bartender (uncredited)
3078,11492,Peter Warne
3078,30155,Ellie Andrews
3078,2662,Bus Singer (uncredited)
3078,30156,Alexander Andrews
3078,30157,Oscar Shapeley
3078,30158,King Westley
3078,8729,Danker
43689,112972,Count Danilo
43689,98462,Madame Sonia / Fifi
43689,2437,Ambassador Popoff
43689,13963,Queen Dolores
43689,30276,King Achmet
43689,32431,Marcelle
43689,1400125,Lulu
43604,29260,Pancho Villa
43604,78850,Sierra
43604,3242,Teresa
43604,97775,Don Felipe de Castillo
43604,34293,Jonny Sykes
43604,8830,Francisco Madero
43604,24820,Gen. Pascal
43902,30155,Cleopatra
43902,76974,Julius Caesar
43902,51310,Marc Antony
43902,24820,King Herod
43902,84230,Octavian
43902,103681,Calpurnia
43902,2438,Enobarbus
113638,1240252,Constable Balk (uncredited)
113638,1057614,Captain (uncredited)
113638,975306,Captain's Mate (uncredited)
113638,89949,Iva (uncredited)
113638,117033,"Mala, aka Kripik (uncredited)"
113638,3341,Sergeant Hunt (uncredited)
113638,32427,Inspector White (uncredited)
84097,591344,Mary Barrett
84097,12002,Giulio Monteverdi
84097,34119,Bill Houston
84097,101995,Lally
84097,13965,Angelina
84097,30264,Giovanni
84097,148871,Galuppi
28288,30181,Guy Holden
28288,30003,Mimi Glossop
28288,125841,Hortense
28288,2437,Egbert Fitzgerald
28288,30183,Rodolfo Tonetti
28288,30184,Waiter
28288,134268,Cyril Glossop
58159,227460,Toby Tortoise (voice) (uncredited)
58159,227462,Max Hare (voice) (uncredited)
58159,5462,Starter (voice) (uncredited)
58159,232415,Miss Cottontail Girl (voice) (uncredited)
58159,112405,Girl Bunny (voice) (uncredited)
58159,2641173,Girl Bunny (voice) (uncredited)
58159,112406,Girl Bunny (voice) (uncredited)
177032,144398,Chaquita
177032,85426,Pancho
177032,115770,Señor Martinez
177032,1130989,Orchestra Leader
177032,3730160,Orchestra
177032,1264630,Cafe Manager (uncredited)
177032,120705,Chiquita's Fan in Cafe (uncredited)
233656,34104,Narrator
28564,11492,Edward J. 'Blackie' Gallagher
28564,32428,Jim Wade
28564,13577,Eleanor Packer
28564,78850,Father Joe
28564,32430,Spud
28564,1161232,Poppa Rosen
28564,33277,Annabelle
43896,30495,Gypo Nolan
43896,93897,Mary McPhillip
43896,33004,Dan Gallagher
43896,136151,Katie Madden
43896,35849,Frankie McPhillip
43896,2929,Mrs. McPhillip
43896,2099,Terry
52863,3380,Joyce Heath
52863,72059,Don Bellows
52863,20365,Gail Armitage
52863,131234,Mrs. Williams
52863,96701,Gordon Heath
52863,81168,Teddy
52863,590550,Roger Farnsworth
120977,13576,Alan Trent
120977,30225,Kitty Vane
120977,2435,Gerald Shannon
120977,30261,Mrs. Shannon
120977,14688,Sir George Barton
120977,118265,Granny Vane
120977,82383,Ann West
43898,4068,Alan McGregor
43898,72059,Forsythe
43898,20367,Donald Stone
43898,117074,Tom Stone
43898,2438,Major Hamilton
43898,29761,Tania Volkanskaya
43898,34748,Mohammed Khan
19075,8731,Theseus
19075,143560,Hippolyta
19075,85897,Philostrate
19075,19328,Lysander
19075,134867,Demetrius
19075,8725,Hermia
19075,941727,Helena
43890,2492,Bert Keeler
43890,237562,Irene Foster
43890,82216,Robert Gordon
43890,13963,Kitty Corbett
43890,227511,Snoop Blue
43890,1935,Ted Burke
43890,119256,Lillian Brent
43892,19328,Dick Curtis
43892,14563,Nicolai Nicoleff
43892,8535,Ann Prentiss
43892,125841,Matilda Prentiss
43892,34347,T. Mosley Thorpe
43892,29315,Betty Hawes
43892,74875,Humbolt Prentiss
12311,10921,Captaine Bligh
12311,11492,Lieutenant Fletcher Christian
12311,72059,Roger Byam
12311,72060,Smith
12311,8521,Tommy Ellison
12311,100243,Bacchus
12311,8841,Thomas Burkitt
67626,78077,Cats (voice) (uncredited)
67626,2530995,Girl (voice) (uncredited)
67626,150633,Mammy Two-Shoes (voice) (uncredited)
197160,94433,Host / Narrator
233669,1700964,Narrator
233669,184970,Narrator
233669,2333024,Narrator
43894,98462,Marietta
43894,78847,Captain Richard Warrington
43894,9067,Gov. Gaspar d'Annard
43894,2926,Madame d'Annard
43894,34748,"Prince de Namours de la Bonfain, Marietta's Uncle"
43894,34758,Herr 'Schumie' Schuman
43894,90075,Julie
37089,12718,Anthony Mallare
37089,116775,Cora Moore
37089,2496,Paul Decker
37089,80650,Julia Vivian
37089,100588,Jimmy Clay
37089,116776,Vanderveer Veyden
37089,12730,Mildred Langwiter
74469,13352,Louis Pasteur
74469,2643,Marie Pasteur
74469,34442,Annette Pasteur
74469,118022,Dr. Jean Martel
74469,103176,Dr. Charbonnet
74469,20368,Dr. Emile Roux
74469,14975,Dr. Rossignol
93313,4302,Swan Bostrom
93313,30211,Barney Glasgow
93313,20501,Richard Glasgow
93313,116640,Lotta Morgan / Lotta Bostrom
93313,14357,Karie Linbeck
93313,14686,Emma Louise Glasgow
93313,1031219,Evvie Glasgow
43277,125482,Anna Held
43277,32428,Florenz 'Flo' Ziegfeld Jr.
43277,13577,Billie Burke
43277,9067,Billings
43277,129432,Fannie Brice
43277,95314,Audrey Dane
43277,5832,Sampston
37658,25173,Faith Paleologus
37658,13576,Anthony Adverse
37658,8725,Angela Guiseppe
37658,118022,Vincent Nolte
37658,34442,Maria
37658,22600,John Bonnyfeather
37658,4113,Marquis Don Luis
31507,19020,Sam Dodsworth
31507,130385,Fran Dodsworth
31507,2092,Arnold Iselin
31507,13992,Edith Cortright
31507,14261,Captain Clyde Lockert
31507,19551,Baron Kurt Von Obersdorf
31507,14873,Baroness Von Obersdorf
43884,8724,Major Geoffrey Vickers
43884,8725,Elsa Campbell
43884,8726,Captain Perry Vickers
43884,81934,Sir Charles Macefield
43884,3363,Sir Benjamin Warrenton
43884,8841,Colonel Campbell
43884,14261,Captain Randall
24807,4068,Longfellow Deeds
24807,30210,Babe Bennett
24807,13555,MacWade
24807,4969,Cornelius Cobb
24807,34748,John Cedar
24807,89673,Walter
24807,33278,Judge May
20325,30181,Lucky Garnett
20325,30003,Penny Carrol
20325,125364,Pop Cardetti
20325,30185,Mabel Anderson
20325,30184,Gordon
20325,139603,Margaret Watson
20325,113574,Ricky Romero
233693,16766,Patrick Henry
233693,120809,Doxie Henry
233693,1027243,Capt. Milton
233693,33007,George Washington
233693,13823,Thomas Jefferson
233693,1186832,British Commissioner
233693,583697,Anti-Rebel Delegate Speaker
202265,31772,Darla
202265,941239,Alfalfa
202265,1271336,Porky
202265,31774,Spanky
202265,1271339,Buckwheat
202265,119902,Miss Lawrence
202265,1170356,Ice Cream Attendant
130386,30197,Drunken Hood Who Knocks Over Milk Wagon (uncredited)
130386,148527,Markovitz's Secretary (uncredited)
130386,948509,Grocer (uncredited)
130386,1091312,Officer Jerry (uncredited)
130386,1079577,Paige's Secretary (uncredited)
130386,265594,Milk Company Executive Moore (uncredited)
130386,121323,Woman from the Relief Bureau (uncredited)
43881,11492,Blackie Norton
43881,98462,Mary Blake
43881,12147,Father Tim Mullin
43881,93910,Jack Burley
43881,13965,Mrs. Maisie Burley
43881,100306,Mat
43881,149133,Trixie
16515,12147,Manuel Fidello
16515,80567,Harvey Cheyne
16515,17753,Captain Disko Troop
16515,19550,Frank Burton Cheyne
16515,8517,Uncle Salters
16515,1937,Dan Troop
16515,8516,Long Jack
43278,24820,Capt. Alfred Dreyfus
43278,13352,Emile Zola
43278,25173,Lucie Dreyfus
43278,100779,Alexandrine Zola
43278,8841,Maitre Labori
43278,93698,Nana
43278,16766,Charpentier
36652,125482,O-Lan
36652,13352,Wang
36652,30156,Uncle
36652,125483,Lotus
36652,8517,Old Father
36652,13965,Cuckoo
36652,124936,Aunt
78734,125841,Molly O'Leary
78734,10922,Dion O'Leary
78734,94928,Belle Fawcett
78734,18156,Jack O'Leary
78734,14966,Pickle Bixby
78734,41755,Gil Warren
78734,120758,Ann Colby
3598,29522,"Robert "" Bob "" Conway"
3598,2021,Sondra Bizet
3598,2437,"Alexander P. "" Lovey "" Lovett"
3598,102687,George Conway
3598,3383,Henry Barnard
3598,19221,Maria
3598,33277,Gloria Stone
66473,30181,Jerry Halliday
66473,80625,George
66473,109896,Gracie
66473,3360,Alyce Marshmorton
66473,14029,Keggs
66473,544970,Reggie
66473,17660,Lady Caroline
14675,77158,Lucy Warriner
14675,2638,Jerry Warriner
14675,1208,Dan Leeson
14675,77159,Armand Duvalle
14675,77160,Aunt Patsy
14675,90377,Barbara Vance
14675,34268,Mrs. Leeson
61647,95622,Patricia Cardwell
61647,233471,Leopold Stokowski
61647,14563,John Cardwell
61647,125841,Mrs. Frost
61647,8728,John R. Frost
61647,39801,Michael
61647,5464,Garage Owner
74130,24937,Tony Marvin
74130,1053791,Shad Buggle
74130,106572,Myrtle Finch
74130,149133,Georgia Smith
74130,30276,J.P. Todhunter
74130,9865,Dr. Victor Quimby
74130,13968,Everett Todhunter
72640,2605962,Singer (voice) (uncredited)
72640,2606353,Crickets (voice) (uncredited)
72640,2618004,Birds (voice) (uncredited)
72640,78077,Frogs (voice) (uncredited)
72640,2593392,Singer (voice) (uncredited)
72640,2593393,Singer (voice) (uncredited)
72640,2605758,Singer (voice) (uncredited)
233708,1147060,Narrator (voice)
233708,1287312,Herself
233708,1005423,Matthew E. Smudge (uncredited)
233708,946773,Chloe Smudge (uncredited)
233708,981096,Dinner Guest (uncredited)
130503,13361,Milton Beacher
130503,31263,Larry Martin
130503,14454,Little Davie Barkell (uncredited)
130503,921738,False Accident Witness (uncredited)
130503,31770,Nurse (uncredited)
130503,14455,Capt. Michael Karnahan (uncredited)
130503,90333,Henchman (uncredited)
77250,83400,Marama
77250,100768,Terangi
77250,13992,Mme. DeLaage
77250,2438,Father Paul
77250,3383,Dr. Kersaint
77250,2669,DeLaage
77250,8516,Warden
22692,9088,Esther Blodgett / Vicki Lester
22692,13576,Norman Maine
22692,14563,Oliver Niles
22692,13816,Lettie Blodgett
22692,14966,Danny McGuire
22692,4969,Matt Libby
22692,89107,Casey Burke
42390,12147,Father Flanagan
42390,1937,Whitey Marsh
42390,40180,Dave Morris
42390,95771,Dan Farrow
42390,14874,Tony Ponessa
42390,85490,Joe Marsh
42390,97007,Judge
118889,4302,Peter Goodwin
118889,85848,Sally Goodwin
118889,32128,Jack Dillon
118889,34748,John Dillon - 1861
118889,13354,Mrs. Goodwin - 1861
118889,18586,John Dillon - 1938
118889,13969,Thad Goodwin Sr. - 1861
1976,3380,Julie Marsden
1976,20366,Aunt Belle Massey
1976,4958,Preston Dillard
1976,20364,Buck Cantrell
1976,20365,Amy Bradford Dillard
1976,8841,Dr. Livingstone
1976,20367,Ted Dillard
10907,8724,Robin Hood
10907,8725,Maid Marian
10907,8727,Sir Guy of Gisbourne
10907,4113,Prince John
10907,8726,Will Scarlett
10907,8728,Friar Tuck
10907,8729,Little John
62567,125482,Poldi Vogelhuber
62567,30774,Johann 'Schani' Strauss II
62567,235544,Carla Donner
62567,34347,"Julius Hofbauer, Music Publisher"
62567,2495,Count Anton 'Tony' Hohenfried
62567,2313,Kienzl
62567,4120,Dudelman
34106,30210,Alice Sycamore
34106,854,Tony Kirby
34106,17753,Grandpa Martin Vanderhof
34106,30211,Anthony P. Kirby
34106,39801,Boris Kolenkhov
34106,15008,Essie Carmichael
34106,20369,Penny Sycamore
43839,10922,Alexander - Roger Grant
43839,94928,Stella Kirby
43839,18156,Charlie Dwyer
43839,109897,Jerry Allen
43839,9070,Davey Lane
43839,32138,Prof. Heinrich
43839,108986,Aunt Sophie
60562,13954,T. Frothingill Bellows / S.B. Bellows
60562,106572,Martha Bellows
60562,83400,Dorothy Wyndham
60562,82388,Buzz Fielding
60562,149133,Cleo Fielding
60562,102064,Scoop McPhail
60562,104034,Mike
47166,138170,Ferdinand (voice)
47166,45582,Narrator (voice)
47166,2106,Ferdinand's Mother (voice)
235647,167922,Narrator (voice)
235647,82676,Dr. Semmelweis
235647,131045,Doctor (uncredited)
235647,921738,Passerby (uncredited)
235647,120472,Passerby (uncredited)
235647,148527,Nun Reading Book (uncredited)
235647,164809,Medical Student at Lecture (uncredited)
235646,16766,Thomas Jefferson
235646,120754,Caesar Rodney
235646,1020788,Betsy Kramer
235646,199891,Thomas Lynch Jr.
235646,1128944,Edward Rutledge
235646,29817,The Innkeeper (uncredited)
235646,80546,Congress Clerk (uncredited)
112674,4068,Stretch Willoughby
112674,30225,Mary Smith
112674,12025,Katie Callahan
112674,4302,Sugar
112674,103619,Buzz
112674,930174,Elly
112674,80236,Horace Smith
25016,11493,Henry Higgins
25016,13325,Eliza Doolittle
25016,106154,Alfred Doolittle
25016,90644,Mrs. Higgins
25016,248150,Colonel George Pickering
25016,590276,Mrs. Pearce
25016,14152,Freddy Eynsford-Hill
42852,3609,Charles Edward Chipping aka 'Mr. Chips'
42852,93805,Katherine 'Kathy'
42852,81933,John Colley / Peter Colley I / Peter Colley II / Peter Colley III
42852,11859,Peter Colley as a Young Man
42852,4112,Max Staefel
42852,40947,Flora
42852,106633,Dr. John Hamilton Wetherby
995,3383,Doc Josiah Boone
995,14965,Dallas
995,4165,The Ringo Kid
995,13555,Marshal Curly Wilcox
995,14966,Buck
995,8516,Hatfield
995,14968,Samuel Peacock
770,10538,Scarlett O'Hara
770,11498,Mammy
770,11492,Rhett Butler
770,8725,Melanie Hamilton
770,11493,Ashley Wilkes
770,3383,Gerald O'Hara
770,7642,Ellen O'Hara
3084,30225,Catherine 'Cathy' Earnshaw Linton
3084,3359,Heathcliff
3084,14261,Edgar Linton
3084,30126,Ellen Dean
3084,8841,Dr. Kenneth
3084,30226,Isabella Linton
3084,30227,Hindley Earnshaw
630,9066,Dorothy Gale
630,9068,Hunk / Scarecrow
630,9070,Hickory / Tin Man
630,9069,Zeke / Cowardly Lion
630,9067,Professor Marvel / The Wizard of Oz
630,9072,Miss Gulch / Wicked Witch of the West
630,9071,Glinda the Good Witch of the North
418956,78077,Ducks (voice) (uncredited)
235657,3246264,
130204,4113,Haym Salomon
130204,25173,Rachel Salomon
130204,8841,Alexander McDougall
130204,92907,George Washington
130204,20368,Member of Continental Congress
130204,82382,Colonel Tillman
130204,120785,Prisoner (uncredited)
165917,77158,Helen
165917,29519,Phillipe Andre Pierre Chagal
165917,7642,Madeleine
165917,89091,Holden
165917,85847,Lulu
165917,50836,Betty Dumont
165917,13821,Nicholas
115109,13577,Lady Edwina Esketh
115109,10922,Major Rama Safti
115109,20364,Tom Ransome
115109,133789,Fern Simon
115109,3363,Lord Albert Esketh
115109,14873,Maharani
115109,24820,Mr. Bannerjee
3083,854,Jefferson Smith
3083,30210,Clarissa Saunders
3083,4113,Joseph Paine
3083,30211,Jim Taylor
3083,30002,Governor Hopper
3083,3383,Diz Moore
3083,8728,Chick McGann
981,854,Macaulay 'Mike' Connor
981,2638,C.K. Dexter Haven
981,6598,Tracy Lord
981,14683,Elizabeth 'Liz' Imbrie
981,102687,George Kittredge
981,14685,Uncle Willie
981,14688,Seth Lord
14710,4302,Judge Roy Bean
14710,4068,Cole Harden
14710,77175,Jane Ellen Mathews
14710,77176,Caliphet Mathews
14710,41214,Wade Harper
14710,14664,Chickenfoot
14710,14001,Southeast
77744,30003,Kitty Foyle
77744,33022,Wynnewood 'Wyn' Strafford VI
77744,82860,Dr. Mark Eisen
77744,16761,Giono
77744,100588,Pop Foyle
77744,3366,Mrs. Strafford
77744,30281,Madam Delphine Detaille
596,8515,Ma Joad
596,4958,Tom Joad
596,8516,Casy
596,8517,Grandpa Joad
596,8518,Rosasharn
596,8519,Pa Joad
596,8520,Al Joad
43818,93805,Elizabeth Bennet
43818,3359,Mr. Darcy
43818,88870,Mrs. Bennet
43818,82412,Lady Catherine de Bourgh
43818,41516,Jane Bennet
43818,11495,Lydia Bennet
43818,82383,Miss Caroline Bingley
12232,3001,Jaffar
12232,71784,Abu
12232,39800,Princess
12232,71785,Ahmad
12232,1276503,Djinn
12232,47395,Sultan
12232,1043451,The Old King
223,3359,Maxim de Winter
223,3360,Mrs. de Winter
223,3361,Jack Favell
223,3362,Mrs. Danvers
223,3363,Major Giles Lacy
223,3364,Frank Crawley
223,2438,Colonel Julyan
83360,4068,Dusty Rivers
83360,3610,April Logan
83360,14027,Louvette Corbeau
83360,33004,Sergeant Jim Brett
83360,40202,Ronnie Logan
83360,30719,Dan Duroc
83360,13555,Jacques Corbeau
10895,67371,Pinocchio / Alexander (voice) (uncredited)
10895,30236,Jiminy Cricket (voice) (uncredited)
10895,985275,Geppetto (voice) (uncredited)
10895,117073,The Blue Fairy (voice) (uncredited)
10895,13819,'Honest John' Worthington Foulfellow (voice) (uncredited)
10895,33923,Gideon (hiccup) (voice) (uncredited)
10895,96053,Stromboli / The Coachman (voice) (uncredited)
108222,94928,Katie Blane
108222,64838,Lily Blane
108222,14028,Harry Calhoun
108222,70820,Skeets Harrigan
108222,30005,Casey
108222,590740,Nora Bayes
108222,103934,Dancer
163882,146136,Mama Cat / Three Little Kittens (voice)
236799,1147060,Narrator (voice)
236799,2243594,Himself
236795,12022,Theodore Roosevelt
236795,34447,President William McKinley
236795,105810,John W. Riggs
236795,89733,William Loeb
236795,34333,Big Jim Rafferty
236795,2673,Reporter
236795,30112,Jim Rawlins
43819,1937,Jimmy Connors
43819,9066,Mary Holden
43819,550537,Barbara Frances Morgan
43819,83236,Phillip Turner
43819,1037347,Willie Brewster
43819,1238762,Paul Whiteman
43819,119404,Annie
36495,41755,Daniel 'Dan' McGinty
36495,115448,Catharine McGinty
36495,30719,The Boss
36495,87698,George
36495,21510,Skeeters - The Politician
36495,13979,Tommy Thompson
36495,986013,Louie - The Boss' Bodyguard
131770,30155,Augusta Nash
131770,7124,Tom Martin
131770,88462,Joe 'Shep' Shepard
131770,77114,M. Phillips
131770,13970,Pinky O'Connor
131770,30417,Prison Governor
131770,89691,Father Jacinto
16442,4068,Alvin C. York
16442,4302,Pastor Rosier Pile
16442,30269,Gracie Williams
16442,30272,"""Pusher"" Ross"
16442,2496,Major Buxton
16442,78791,Mother York
16442,4303,Ike Botkin
43266,8841,Gwilym Morgan
43266,12308,Mr. Gruffydd
43266,70035,Angharad Morgan
43266,88460,Bronwyn
43266,7505,Huw Morgan
43266,29127,Ianto Morgan
43266,7381,Beth Morgan
11462,3360,Lina McLaidlaw Aysgarth
11462,2638,John D. 'Johnnie' Aysgarth
11462,99461,General McLaidlaw
11462,3363,Gordon Cochrane 'Beaky' Thwaite
11462,14299,Mrs. McLaidlaw
11462,100781,Mrs. Newsham
11462,93897,Ethel the Maid
43705,13992,Sandra Kovak
43705,3380,Maggie Patterson Van Allen
43705,20364,Peter 'Pete' Van Allen
43705,83260,Aunt Ada Greenfield
43705,11498,Violet
43705,30215,Joshua Mason
43705,14452,Jock Thompson
84087,93805,Edna Gladney
84087,12308,Sam Gladney
84087,2494,Dr. Max Breslar
84087,1215925,Charlotte
84087,117414,Mrs. Catherine Kahly
